Date,Simulated Inflow
20201009,453
20201010,1159
20201011,1036
20201012,606.8
20201013,569.3
20201014,712.2
20201015,745.4
20201016,543.4
20201017,479.3
20201018,449.9
20201019,863.5
20201020,513.1
20201021,533.2
20201022,608.5
20201023,546.4
20201024,580.7
20201025,507.1
20201026,472.6
20201027,447.4
20201028,430
20201029,419.5
20201030,409.3
20201031,403.2
20201101,397.5
20201102,392.5
20201103,391.7
20201104,385.9
20201105,379.5
20201106,584.7
20201107,465.7
20201108,424.7
20201109,401.8
20201110,385.4
20201111,373.1
20201112,363.6
20201113,355.9
20201114,355.2
20201115,342.9
20201116,337.4
20201117,334.2
20201118,328
20201119,319.4
20201120,313.5
20201121,307.5
20201122,303
20201123,297.9
20201124,292.4
20201125,286.9
20201126,283.4
20201127,277
20201128,272.2
20201129,266.9
20201130,262
20201201,256.5
20201202,252.1
20201203,247
20201204,242.6
20201205,236.9
20201206,234.4
20201207,228
20201208,238.6
20201209,352.6
20201210,245.7
20201211,225.3
20201212,214.3
20201213,208.1
20201214,202.5
20201215,199
20201216,194.6
20201217,190.4
20201218,186.1
20201219,182.2
20201220,178.5
20201221,174.8
20201222,171.6
20201223,167.5
20201224,165.4
20201225,160.2
20201226,156.7
20201227,153.6
20201228,150.5
20201229,146.9
20201230,143.7
20201231,138
