Date,Simulated Inflow
20200819,115.7
20200820,109.9
20200821,109.1
20200822,108.6
20200823,124.4
20200824,111.7
20200825,109.2
20200826,108.6
20200827,107.7
20200828,106.8
20200829,106.3
20200830,105.5
20200831,104.6
20200901,350.7
20200902,226.6
20200903,321.4
20200904,223.1
20200905,133.7
20200906,118.4
20200907,378.4
20200908,163.6
20200909,123
20200910,176.6
20200911,125.8
20200912,157.7
20200913,125.5
20200914,245.3
20200915,140.4
20200916,128.5
20200917,117.4
20200918,212
20200919,153.2
20200920,758.2
20200921,527.1
20200922,262.2
20200923,154.4
20200924,129.3
20200925,122.1
20200926,119.4
20200927,117.9
20200928,117.5
20200929,116.7
20200930,116
20201001,115.2
20201002,114.1
20201003,113.1
20201004,112.1
20201005,110.9
20201006,109.7
20201007,108.7
20201008,219.6
20201009,134.4
20201010,122
20201011,109.8
20201012,107.3
20201013,386.1
20201014,163.1
20201015,120
20201016,108.7
20201017,104.7
20201018,102.4
20201019,101.2
20201020,100.1
20201021,98.85
20201022,97.64
20201023,96.35
20201024,94.77
20201025,93.48
20201026,92.1
20201027,90.95
20201028,89.19
20201029,87.89
20201030,86.32
20201031,85.02
20201101,83.46
20201102,170.5
20201103,118.6
20201104,89.41
20201105,82.79
20201106,279.1
20201107,118.5
20201108,89.22
20201109,81.33
20201110,77.97
20201111,76.24
20201112,74.97
20201113,74.05
20201114,73.05
20201115,71.71
20201116,70.78
20201117,149.1
20201118,84.87
20201119,73.03
20201120,69.16
20201121,67.37
20201122,66.23
20201123,65.17
20201124,64.1
20201125,63.03
20201126,62.31
20201127,61.01
20201128,59.85
20201129,59.23
20201130,57.93
20201201,56.84
20201202,55.86
20201203,54.82
20201204,53.99
20201205,52.87
20201206,53.72
20201207,51.57
20201208,51.37
20201209,86.37
20201210,56.2
20201211,51.11
20201212,48.89
20201213,47.88
20201214,47
20201215,46.31
20201216,45.53
20201217,44.75
20201218,43.95
20201219,43.17
20201220,42.41
20201221,41.64
20201222,40.92
20201223,40.09
20201224,49.39
20201225,40.84
20201226,39.06
20201227,38.2
20201228,37.51
20201229,36.81
20201230,36.14
20201231,35.61
